hoc_ky;ma_mon_hoc;ma_lop;so_tin_chi;ma_giang_vien;thu;tiet;cach_tuan;ngay_bat_dau;ngay_ket_thuc;phong_hoc;si_so;hinh_thuc_giang_day;ghi_chu
2024_2025_2;BCH058;BCH058.P21;2;;4;12345;1;03/03/2025;10/05/2025;;;LT;Học tại trường ĐHKHXH&NV
2024_2025_2;BCH058;BCH058.P22;2;;4;6789;1;03/03/2025;24/05/2025;*;;LT;Học tại trường ĐHKHXH&NV
2024_2025_2;ENG03;ENG03.P21;4;;3;11,12,13;1;17/02/2025;17/05/2025;*;;LT;
2024_2025_2;ENG03;ENG03.P21;4;;5;11,12,13;1;17/02/2025;17/05/2025;*;;LT;
2024_2025_2;ENG01;ENG01.P21;4;;3;11,12,13;1;17/02/2025;17/05/2025;*;;LT;
2024_2025_2;ENG01;ENG01.P21;4;;5;11,12,13;1;17/02/2025;17/05/2025;*;;LT;
2024_2025_2;ENG02;ENG02.P21;4;;2;11,12,13;1;17/02/2025;17/05/2025;*;;LT;
2024_2025_2;ENG02;ENG02.P21;4;;4;11,12,13;1;17/02/2025;17/05/2025;*;;LT;
2024_2025_2;PE231;PE231.P25;0;;7;123;1;17/02/2025;07/06/2025;*;;LT;Bơi lội, học tại https://goo.gl/maps/NGD24VkSEtJmJ5pJ6
2024_2025_2;CE505;CE505.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;CE502;CE502.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;CE201;CE201.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;CE206;CE206.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;CE408;CE408.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;môn đồ án
2024_2025_2;CE412;CE412.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;môn đồ án
2024_2025_2;IE505;IE505.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;DS505;DS505.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;IE207;IE207.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;IE309;IE309.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;DS204;DS204.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;DS207;DS207.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;DS309;DS309.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;IE207;IE207.P21.CNVN;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;NT505;NT505.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;NT215;NT215.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;NT114;NT114.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;NT505;NT505.P21.ANTT;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;NT215;NT215.P21.ANTT;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;NT114;NT114.P21.ANTT;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;
2024_2025_2;IS502;IS502.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;IS401;IS401.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;EC222;EC222.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;SE121;SE121.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;DA
2024_2025_2;SE122;SE122.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;ĐA;DA
2024_2025_2;SE501;SE501.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;TTTN
2024_2025_2;SE505;SE505.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;KLTN
2024_2025_2;SE506;SE506.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;KLTN
2024_2025_2;CS551;CS551.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;CS505;CS505.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;
2024_2025_2;INI01;INI01.P21;2;;*;*;1;17/02/2025;07/06/2025;*;;TTTN;
2024_2025_2;CE507;CE507.P21;10;;*;*;1;17/02/2025;07/06/2025;*;;KLTN;SV đăng ký lớp này yêu cầu: đã có doanh nghiệp nhận, có đề tài và tham khảo danh sách doanh nghiệp công bố trên website khoa. SV nào muốn đăng ký môn đó phải tham vấn ý kiến thầy CVHT hoặc BCN Khoa (thầy Đoàn Duy) trước.
2024_2025_2;ENG03;ENG03.P223;4;;3;11,12,13;1;17/02/2025;17/05/2025;*;;LT;Mở bổ sung
2024_2025_2;ENG03;ENG03.P223;4;;5;11,12,13;1;17/02/2025;17/05/2025;*;;LT;Mở bổ sung
2024_2025_2;IE213;IE213.P21;3;;3;2345;1;17/02/2025;10/05/2025;A215;;LT;
2024_2025_2;ENG02;ENG02.P22;4;;5;45;1;17/02/2025;17/05/2025;A301;;LT;
2024_2025_2;ENG02;ENG02.P24;4;;3;678;1;17/02/2025;17/05/2025;A301;;LT;KTMT
2024_2025_2;ENG02;ENG02.P210;4;;6;678;1;17/02/2025;17/05/2025;A301;;LT;MMT
2024_2025_2;ENG03;ENG03.P219;4;;4;678;1;17/02/2025;17/05/2025;A301;;LT;MMT
2024_2025_2;ENG03;ENG03.P222;4;;5;678;1;17/02/2025;17/05/2025;A301;;LT;
2024_2025_2;ENG01;ENG01.P22;4;;3;90;1;17/02/2025;17/05/2025;A305;;LT;KTMT
2024_2025_2;ENG02;ENG02.P28;4;;3;678;1;17/02/2025;17/05/2025;A305;;LT;
2024_2025_2;ENG03;ENG03.P215;4;;5;678;1;17/02/2025;17/05/2025;A305;;LT;KTMT
2024_2025_2;ENG01;ENG01.P22;4;;5;678;1;17/02/2025;17/05/2025;A307;;LT;KTMT
2024_2025_2;ENG02;ENG02.P210;4;;4;90;1;17/02/2025;17/05/2025;A309;;LT;MMT
2024_2025_2;ENG03;ENG03.P219;4;;6;90;1;17/02/2025;17/05/2025;A309;;LT;MMT
2024_2025_2;ENG03;ENG03.P220;4;;6;123;1;17/02/2025;17/05/2025;A309;;LT;
2024_2025_2;EC304;EC304.P21;3;;2;1234;1;17/02/2025;10/05/2025;A315;;LT;
2024_2025_2;ENG02;ENG02.P22;4;;2;678;1;17/02/2025;17/05/2025;A323;;LT;
2024_2025_2;ENG02;ENG02.P24;4;;5;90;1;17/02/2025;17/05/2025;A323;;LT;KTMT
2024_2025_2;ENG03;ENG03.P215;4;;3;90;1;17/02/2025;17/05/2025;A323;;LT;KTMT
2024_2025_2;ENG03;ENG03.P222;4;;3;90;1;17/02/2025;17/05/2025;A325;;LT;
2024_2025_2;IE103;IE103.P22;3;;5;1234;1;17/02/2025;10/05/2025;B1.02;;LT;
2024_2025_2;IE101;IE101.P21.CNVN;2;;6;2345;1;17/02/2025;12/04/2025;B1.02;;LT;
2024_2025_2;EC229;EC229.P21;2;;2;123;1;17/02/2025;03/05/2025;B1.02;;LT;
2024_2025_2;IE402;IE402.P21;3;;7;6789;1;17/02/2025;10/05/2025;B1.04;;LT;
2024_2025_2;DS312;DS312.P21;3;;3;6789;1;17/02/2025;10/05/2025;B1.04;;LT;
2024_2025_2;IE204;IE204.P22;3;;4;2345;1;17/02/2025;10/05/2025;B1.04;;LT;
2024_2025_2;IE101;IE101.P22;2;;2;2345;1;17/02/2025;12/04/2025;B1.04;;LT;
2024_2025_2;IE105;IE105.P22;3;;3;1234;1;17/02/2025;10/05/2025;B1.04;;LT;
2024_2025_2;IE108;IE108.P22;3;;6;2345;1;17/02/2025;10/05/2025;B1.04;;LT;
2024_2025_2;IE213;IE213.P22;3;;3;1234;1;17/02/2025;10/05/2025;B1.06;;LT;
2024_2025_2;IE101;IE101.P21;2;;2;6789;1;17/02/2025;12/04/2025;B1.06;;LT;
2024_2025_2;IE108;IE108.P21;3;;4;1234;1;17/02/2025;10/05/2025;B1.06;;LT;
2024_2025_2;EC201;EC201.P22;3;;3;6789;1;17/02/2025;10/05/2025;B1.06;;LT;
2024_2025_2;NT535;NT535.P21;2;;2;45;1;17/02/2025;07/06/2025;B1.08;;LT;
2024_2025_2;NT405;NT405.P21;2;;2;23;1;17/02/2025;07/06/2025;B1.08;;LT;
2024_2025_2;NT121;NT121.P21;2;;3;45;1;17/02/2025;07/06/2025;B1.08;;LT;
2024_2025_2;NT541;NT541.P21;3;;4;678;1;17/02/2025;07/06/2025;B1.08;;LT;
2024_2025_2;NT132;NT132.P24;3;;5;123;1;17/02/2025;07/06/2025;B1.08;;LT;
2024_2025_2;NT330;NT330.P21.ANTT;2;;3;678;1;17/02/2025;03/05/2025;B1.08;;LT;
2024_2025_2;NT118;NT118.P22;2;;6;23;1;17/02/2025;07/06/2025;B1.08;;LT;
2024_2025_2;IT003;IT003.P21.CNVN;3;;5;678;1;17/02/2025;07/06/2025;B1.10;;LT;
2024_2025_2;IT003;IT003.P22.CNVN;3;;6;123;1;17/02/2025;07/06/2025;B1.10;;LT;
2024_2025_2;MA005;MA005.P21.CNVN;3;;2;6789;1;17/02/2025;10/05/2025;B1.10;;LT;
2024_2025_2;MA005;MA005.P22.CNVN;3;;2;1234;1;17/02/2025;10/05/2025;B1.10;;LT;
