Mã phường/xã mới ;Tên Phường/Xã mới;Tên tỉnh/TP mới;Mã tỉnh (TMS)
71107032;Phường Thuận Giao;Tp Hồ Chí Minh;701
71107033;Phường Bình Hoà;Tp Hồ Chí Minh;701
71107034;Phường Lái Thiêu;Tp Hồ Chí Minh;701
71107035;Phường An Phú;Tp Hồ Chí Minh;701
71101036;Phường Bình Dương;Tp Hồ Chí Minh;701
71101037;Phường Chánh Hiệp;Tp Hồ Chí Minh;701
71101038;Phường Thủ Dầu Một;Tp Hồ Chí Minh;701
71101039;Phường Phú Lợi;Tp Hồ Chí Minh;701
71105040;Phường Vĩnh Tân;Tp Hồ Chí Minh;701
71105041;Phường Bình Cơ;Tp Hồ Chí Minh;701
71105042;Phường Tân Uyên;Tp Hồ Chí Minh;701
71105043;Phường Tân Hiệp;Tp Hồ Chí Minh;701
71105044;Phường Tân Khánh;Tp Hồ Chí Minh;701
71103045;Phường Hoà Lợi;Tp Hồ Chí Minh;701
71101046;Phường Phú An;Tp Hồ Chí Minh;701
71113047;Phường Tây Nam;Tp Hồ Chí Minh;701
71115048;Phường Long Nguyên;Tp Hồ Chí Minh;701
71115049;Phường Bến Cát;Tp Hồ Chí Minh;701
71115050;Phường Chánh Phú Hoà;Tp Hồ Chí Minh;701
71117051;Xã Bắc Tân Uyên;Tp Hồ Chí Minh;701
71117052;Xã Thường Tân;Tp Hồ Chí Minh;701
71111053;Xã An Long;Tp Hồ Chí Minh;701
71111054;Xã Phước Thành;Tp Hồ Chí Minh;701
71111055;Xã Phước Hoà;Tp Hồ Chí Minh;701
71111056;Xã Phú Giáo;Tp Hồ Chí Minh;701
71115057;Xã Trừ Văn Thố;Tp Hồ Chí Minh;701
71115058;Xã Bàu Bàng;Tp Hồ Chí Minh;701
71113059;Xã Minh Thạnh;Tp Hồ Chí Minh;701
71113060;Xã Long Hoà;Tp Hồ Chí Minh;701
71113061;Xã Dầu Tiếng;Tp Hồ Chí Minh;701
71113062;Xã Thanh An;Tp Hồ Chí Minh;701
70101063;Phường Sài Gòn;Tp Hồ Chí Minh;701
70101064;Phường Tân Định;Tp Hồ Chí Minh;701
70101065;Phường Bến Thành;Tp Hồ Chí Minh;701
70101066;Phường Cầu Ông Lãnh;Tp Hồ Chí Minh;701
70105067;Phường Bàn Cờ;Tp Hồ Chí Minh;701
70105068;Phường Xuân Hoà;Tp Hồ Chí Minh;701
70105069;Phường Nhiêu Lộc;Tp Hồ Chí Minh;701
70107070;Phường Xóm Chiếu;Tp Hồ Chí Minh;701
70107071;Phường Khánh Hội;Tp Hồ Chí Minh;701
70107072;Phường Vĩnh Hội;Tp Hồ Chí Minh;701
70109073;Phường Chợ Quán;Tp Hồ Chí Minh;701
70109074;Phường An Đông;Tp Hồ Chí Minh;701
70109075;Phường Chợ Lớn;Tp Hồ Chí Minh;701
70111076;Phường Bình Tây;Tp Hồ Chí Minh;701
70111077;Phường Bình Tiên;Tp Hồ Chí Minh;701
70111078;Phường Bình Phú;Tp Hồ Chí Minh;701
70111079;Phường Phú Lâm;Tp Hồ Chí Minh;701
70113080;Phường Tân Thuận;Tp Hồ Chí Minh;701
70113081;Phường Phú Thuận;Tp Hồ Chí Minh;701
70113082;Phường Tân Mỹ;Tp Hồ Chí Minh;701
70113083;Phường Tân Hưng;Tp Hồ Chí Minh;701
70115084;Phường Chánh Hưng;Tp Hồ Chí Minh;701
70115085;Phường Phú Định;Tp Hồ Chí Minh;701
70115086;Phường Bình Đông;Tp Hồ Chí Minh;701
70119087;Phường Diên Hồng;Tp Hồ Chí Minh;701
70119088;Phường Vườn Lài;Tp Hồ Chí Minh;701
70119089;Phường Hoà Hưng;Tp Hồ Chí Minh;701
70121090;Phường Minh Phụng;Tp Hồ Chí Minh;701
70121091;Phường Bình Thới;Tp Hồ Chí Minh;701
70121092;Phường Hoà Bình;Tp Hồ Chí Minh;701
70121093;Phường Phú Thọ;Tp Hồ Chí Minh;701
70123094;Phường Đông Hưng Thuận;Tp Hồ Chí Minh;701
70123095;Phường Trung Mỹ Tây;Tp Hồ Chí Minh;701
70123096;Phường Tân Thới Hiệp;Tp Hồ Chí Minh;701
70123097;Phường Thới An;Tp Hồ Chí Minh;701
70123098;Phường An Phú Đông;Tp Hồ Chí Minh;701
70134099;Phường An Lạc;Tp Hồ Chí Minh;701
70134100;Phường Tân Tạo;Tp Hồ Chí Minh;701
70134101;Phường Bình Tân;Tp Hồ Chí Minh;701
70134102;Phường Bình Trị Đông;Tp Hồ Chí Minh;701
70134103;Phường Bình Hưng Hoà;Tp Hồ Chí Minh;701
70129104;Phường Gia Định;Tp Hồ Chí Minh;701
70129105;Phường Bình Thạnh;Tp Hồ Chí Minh;701
70129106;Phường Bình Lợi Trung;Tp Hồ Chí Minh;701
70129107;Phường Thạnh Mỹ Tây;Tp Hồ Chí Minh;701
70129108;Phường Bình Quới;Tp Hồ Chí Minh;701
70125109;Phường Hạnh Thông;Tp Hồ Chí Minh;701
70125110;Phường An Nhơn;Tp Hồ Chí Minh;701
70125111;Phường Gò Vấp;Tp Hồ Chí Minh;701
70125112;Phường An Hội Đông;Tp Hồ Chí Minh;701
70125113;Phường Thông Tây Hội;Tp Hồ Chí Minh;701
70125114;Phường An Hội Tây;Tp Hồ Chí Minh;701
70131115;Phường Đức Nhuận;Tp Hồ Chí Minh;701
70131116;Phường Cầu Kiệu;Tp Hồ Chí Minh;701
70131117;Phường Phú Nhuận;Tp Hồ Chí Minh;701
70127118;Phường Tân Sơn Hoà;Tp Hồ Chí Minh;701
70127119;Phường Tân Sơn Nhất;Tp Hồ Chí Minh;701
70127120;Phường Tân Hoà;Tp Hồ Chí Minh;701
70127121;Phường Bảy Hiền;Tp Hồ Chí Minh;701
70127122;Phường Tân Bình;Tp Hồ Chí Minh;701
70127123;Phường Tân Sơn;Tp Hồ Chí Minh;701
70128124;Phường Tây Thạnh;Tp Hồ Chí Minh;701
70128125;Phường Tân Sơn Nhì;Tp Hồ Chí Minh;701
70128126;Phường Phú Thọ Hoà;Tp Hồ Chí Minh;701
70128127;Phường Tân Phú;Tp Hồ Chí Minh;701
70128128;Phường Phú Thạnh;Tp Hồ Chí Minh;701
70145129;Phường Hiệp Bình;Tp Hồ Chí Minh;701
70145130;Phường Thủ Đức;Tp Hồ Chí Minh;701
70145131;Phường Tam Bình;Tp Hồ Chí Minh;701
70145132;Phường Linh Xuân;Tp Hồ Chí Minh;701
70145133;Phường Tăng Nhơn Phú;Tp Hồ Chí Minh;701
70145134;Phường Long Bình;Tp Hồ Chí Minh;701
70145135;Phường Long Phước;Tp Hồ Chí Minh;701
70145136;Phường Long Trường;Tp Hồ Chí Minh;701
70145137;Phường Cát Lái;Tp Hồ Chí Minh;701
70145138;Phường Bình Trưng;Tp Hồ Chí Minh;701
70145139;Phường Phước Long;Tp Hồ Chí Minh;701
70145140;Phường An Khánh;Tp Hồ Chí Minh;701
70139141;Xã Vĩnh Lộc;Tp Hồ Chí Minh;701
70139142;Xã Tân Vĩnh Lộc;Tp Hồ Chí Minh;701
70139143;Xã Bình Lợi;Tp Hồ Chí Minh;701
70139144;Xã Tân Nhựt;Tp Hồ Chí Minh;701
70139145;Xã Bình Chánh;Tp Hồ Chí Minh;701
70139146;Xã Hưng Long;Tp Hồ Chí Minh;701
70139147;Xã Bình Hưng;Tp Hồ Chí Minh;701
70143148;Xã Bình Khánh;Tp Hồ Chí Minh;701
70143149;Xã An Thới Đông;Tp Hồ Chí Minh;701
70143150;Xã Cần Giờ;Tp Hồ Chí Minh;701
70135151;Xã Củ Chi;Tp Hồ Chí Minh;701
70135152;Xã Tân An Hội;Tp Hồ Chí Minh;701
70135153;Xã Thái Mỹ;Tp Hồ Chí Minh;701
70135154;Xã An Nhơn Tây;Tp Hồ Chí Minh;701
70135155;Xã Nhuận Đức;Tp Hồ Chí Minh;701
70135156;Xã Phú Hoà Đông;Tp Hồ Chí Minh;701
70135157;Xã Bình Mỹ;Tp Hồ Chí Minh;701
70137158;Xã Đông Thạnh;Tp Hồ Chí Minh;701
70137159;Xã Hóc Môn;Tp Hồ Chí Minh;701
70137160;Xã Xuân Thới Sơn;Tp Hồ Chí Minh;701
70137161;Xã Bà Điểm;Tp Hồ Chí Minh;701
70141162;Xã Nhà Bè;Tp Hồ Chí Minh;701
70141163;Xã Hiệp Phước;Tp Hồ Chí Minh;701
71701164;Xã Long Sơn;Tp Hồ Chí Minh;701
71707165;Xã Hòa Hiệp;Tp Hồ Chí Minh;701
71707166;Xã Bình Châu;Tp Hồ Chí Minh;701
71103167;Phường Thới Hoà;Tp Hồ Chí Minh;701
70143168;Xã Thạnh An;Tp Hồ Chí Minh;701
81701037;Phường Trà Vinh;Tỉnh Vĩnh Long;809
80905001;Xã Cái Nhum;Tỉnh Vĩnh Long;809
81701036;Phường Long Đức;Tỉnh Vĩnh Long;809
80905002;Xã Tân Long Hội;Tỉnh Vĩnh Long;809
81701038;Phường Nguyệt Hóa;Tỉnh Vĩnh Long;809
80905003;Xã Nhơn Phú;Tỉnh Vĩnh Long;809
81701039;Phường Hòa Thuận;Tỉnh Vĩnh Long;809
80905004;Xã Bình Phước;Tỉnh Vĩnh Long;809
81703042;Xã Càng Long;Tỉnh Vĩnh Long;809
80903005;Xã An Bình;Tỉnh Vĩnh Long;809
81703040;Xã An Trường;Tỉnh Vĩnh Long;809
80903006;Xã Long Hồ;Tỉnh Vĩnh Long;809
81703041;Xã Tân An;Tỉnh Vĩnh Long;809
80903007;Xã Phú Quới;Tỉnh Vĩnh Long;809
81703043;Xã Nhị Long;Tỉnh Vĩnh Long;809
80901008;Phường Thanh Đức;Tỉnh Vĩnh Long;809
81703044;Xã Bình Phú;Tỉnh Vĩnh Long;809
80901009;Phường Long Châu;Tỉnh Vĩnh Long;809
81705046;Xã Châu Thành;Tỉnh Vĩnh Long;809
80901010;Phường Phước Hậu;Tỉnh Vĩnh Long;809
81705045;Xã Song Lộc;Tỉnh Vĩnh Long;809
80901011;Phường Tân Hạnh;Tỉnh Vĩnh Long;809
81705047;Xã Hưng Mỹ;Tỉnh Vĩnh Long;809
80901012;Phường Tân Ngãi;Tỉnh Vĩnh Long;809
81705048;Xã Hòa Minh;Tỉnh Vĩnh Long;809
80913013;Xã Quới Thiện;Tỉnh Vĩnh Long;809
81705049;Xã Long Hòa;Tỉnh Vĩnh Long;809
80913014;Xã Trung Thành;Tỉnh Vĩnh Long;809
81707050;Xã Cầu Kè;Tỉnh Vĩnh Long;809
80913015;Xã Trung Ngãi;Tỉnh Vĩnh Long;809
81707051;Xã Phong Thạnh;Tỉnh Vĩnh Long;809
80913016;Xã Quới An;Tỉnh Vĩnh Long;809
81707052;Xã An Phú Tân;Tỉnh Vĩnh Long;809
80913017;Xã Trung Hiệp;Tỉnh Vĩnh Long;809
81707053;Xã Tam Ngãi;Tỉnh Vĩnh Long;809
80913018;Xã Hiếu Phụng;Tỉnh Vĩnh Long;809
81709056;Xã Tiểu Cần;Tỉnh Vĩnh Long;809
80913019;Xã Hiếu Thành;Tỉnh Vĩnh Long;809
81709054;Xã Tân Hòa;Tỉnh Vĩnh Long;809
80911020;Xã Lục Sỹ Thành;Tỉnh Vĩnh Long;809
81709055;Xã Hùng Hòa;Tỉnh Vĩnh Long;809
80911021;Xã Trà Ôn;Tỉnh Vĩnh Long;809
81709057;Xã Tập Ngãi;Tỉnh Vĩnh Long;809
80911022;Xã Trà Côn;Tỉnh Vĩnh Long;809
81711060;Xã Cầu Ngang;Tỉnh Vĩnh Long;809
80911023;Xã Vĩnh Xuân;Tỉnh Vĩnh Long;809
81711058;Xã Mỹ Long;Tỉnh Vĩnh Long;809
80911024;Xã Hòa Bình;Tỉnh Vĩnh Long;809
81711059;Xã Vinh Kim;Tỉnh Vĩnh Long;809
80909025;Xã Hòa Hiệp;Tỉnh Vĩnh Long;809
81711061;Xã Nhị Trường;Tỉnh Vĩnh Long;809
80909026;Xã Tam Bình;Tỉnh Vĩnh Long;809
81711062;Xã Hiệp Mỹ;Tỉnh Vĩnh Long;809
80909027;Xã Ngãi Tứ;Tỉnh Vĩnh Long;809
81713066;Xã Trà Cú;Tỉnh Vĩnh Long;809
80909028;Xã Song Phú;Tỉnh Vĩnh Long;809
81713063;Xã Lưu Nghiệp Anh;Tỉnh Vĩnh Long;809
80909029;Xã Cái Ngang;Tỉnh Vĩnh Long;809
81713064;Xã Đại An;Tỉnh Vĩnh Long;809
80908030;Xã Tân Quới;Tỉnh Vĩnh Long;809
81713065;Xã Hàm Giang;Tỉnh Vĩnh Long;809
80908031;Xã Tân Lược;Tỉnh Vĩnh Long;809
81713067;Xã Long Hiệp;Tỉnh Vĩnh Long;809
80908032;Xã Mỹ Thuận;Tỉnh Vĩnh Long;809
81713068;Xã Tập Sơn;Tỉnh Vĩnh Long;809
80907033;Phường Bình Minh;Tỉnh Vĩnh Long;809
81716069;Phường Duyên Hải;Tỉnh Vĩnh Long;809
80907034;Phường Cái Vồn;Tỉnh Vĩnh Long;809
81716070;Phường Trường Long Hòa;Tỉnh Vĩnh Long;809
80907035;Phường Đông Thành;Tỉnh Vĩnh Long;809
81716071;Xã Long Hữu;Tỉnh Vĩnh Long;809
81715072;Xã Long Thành;Tỉnh Vĩnh Long;809
81715073;Xã Đông Hải;Tỉnh Vĩnh Long;809
81715074;Xã Long Vĩnh;Tỉnh Vĩnh Long;809
81715075;Xã Đôn Châu;Tỉnh Vĩnh Long;809
81715076;Xã Ngũ Lạc;Tỉnh Vĩnh Long;809
81101077;Phường An Hội;Tỉnh Vĩnh Long;809
81101078;Phường Phú Khương;Tỉnh Vĩnh Long;809
81101079;Phường Bến Tre;Tỉnh Vĩnh Long;809
81101080;Phường Sơn Đông;Tỉnh Vĩnh Long;809
81103081;Phường Phú Tân;Tỉnh Vĩnh Long;809
81103082;Xã Phú Túc;Tỉnh Vĩnh Long;809
81103083;Xã Giao Long;Tỉnh Vĩnh Long;809
81103084;Xã Tiên Thủy;Tỉnh Vĩnh Long;809
81103085;Xã Tân Phú;Tỉnh Vĩnh Long;809
81105086;Xã Phú Phụng;Tỉnh Vĩnh Long;809
81105087;Xã Chợ Lách;Tỉnh Vĩnh Long;809
81105088;Xã Vĩnh Thành;Tỉnh Vĩnh Long;809
81105089;Xã Hưng Khánh Trung;Tỉnh Vĩnh Long;809
81108090;Xã Phước Mỹ Trung;Tỉnh Vĩnh Long;809
81108091;Xã Tân Thành Bình;Tỉnh Vĩnh Long;809
81108092;Xã Nhuận Phú Tân;Tỉnh Vĩnh Long;809
81107093;Xã Đồng Khởi;Tỉnh Vĩnh Long;809
81107094;Xã Mỏ Cày;Tỉnh Vĩnh Long;809
81107095;Xã Thành Thới;Tỉnh Vĩnh Long;809
81107096;Xã An Định;Tỉnh Vĩnh Long;809
81107097;Xã Hương Mỹ;Tỉnh Vĩnh Long;809
81115098;Xã Đại Điền;Tỉnh Vĩnh Long;809
81115099;Xã Quới Điền;Tỉnh Vĩnh Long;809
81115100;Xã Thạnh Phú;Tỉnh Vĩnh Long;809
81115101;Xã An Qui;Tỉnh Vĩnh Long;809
81115102;Xã Thạnh Hải;Tỉnh Vĩnh Long;809
81115103;Xã Thạnh Phong;Tỉnh Vĩnh Long;809
81113104;Xã Tân Thủy;Tỉnh Vĩnh Long;809
81113105;Xã Bảo Thạnh;Tỉnh Vĩnh Long;809
81113106;Xã Ba Tri;Tỉnh Vĩnh Long;809
81113107;Xã Tân Xuân;Tỉnh Vĩnh Long;809
81113108;Xã Mỹ Chánh Hòa;Tỉnh Vĩnh Long;809
81113109;Xã An Ngãi Trung;Tỉnh Vĩnh Long;809
81113110;Xã An Hiệp;Tỉnh Vĩnh Long;809
81109111;Xã Hưng Nhượng;Tỉnh Vĩnh Long;809
81109112;Xã Giồng Trôm;Tỉnh Vĩnh Long;809
81109113;Xã Tân Hào;Tỉnh Vĩnh Long;809
81109114;Xã Phước Long;Tỉnh Vĩnh Long;809
81109115;Xã Lương Phú;Tỉnh Vĩnh Long;809
81109116;Xã Châu Hòa;Tỉnh Vĩnh Long;809
81109117;Xã Lương Hòa;Tỉnh Vĩnh Long;809
81111118;Xã Thới Thuận;Tỉnh Vĩnh Long;809
81111119;Xã Thạnh Phước;Tỉnh Vĩnh Long;809
81111120;Xã Bình Đại;Tỉnh Vĩnh Long;809
81111121;Xã Thạnh Trị;Tỉnh Vĩnh Long;809
81111122;Xã Lộc Thuận;Tỉnh Vĩnh Long;809
81111123;Xã Châu Hưng;Tỉnh Vĩnh Long;809
81111124;Xã Phú Thuận;Tỉnh Vĩnh Long;809
80701001;Phường Mỹ Tho;Tỉnh Đồng Tháp;803
80701002;Phường Đạo Thạnh;Tỉnh Đồng Tháp;803
80701003;Phường Mỹ Phong;Tỉnh Đồng Tháp;803
80701004;Phường Thới Sơn;Tỉnh Đồng Tháp;803
80701005;Phường Trung An;Tỉnh Đồng Tháp;803
80703006;Phường Gò Công;Tỉnh Đồng Tháp;803
80703007;Phường Long Thuận;Tỉnh Đồng Tháp;803
80703008;Phường Sơn Qui;Tỉnh Đồng Tháp;803
80703009;Phường Bình Xuân;Tỉnh Đồng Tháp;803
80721010;Phường Mỹ Phước Tây;Tỉnh Đồng Tháp;803
80721011;Phường Thanh Hoà;Tỉnh Đồng Tháp;803
80721012;Phường Cai Lậy;Tỉnh Đồng Tháp;803
80721013;Phường Nhị Quý;Tỉnh Đồng Tháp;803
80721014;Xã Tân Phú;Tỉnh Đồng Tháp;803
80713015;Xã Thanh Hưng;Tỉnh Đồng Tháp;803
80713016;Xã An Hữu;Tỉnh Đồng Tháp;803
80713017;Xã Mỹ Lợi;Tỉnh Đồng Tháp;803
80713018;Xã Mỹ Đức Tây;Tỉnh Đồng Tháp;803
80713019;Xã Mỹ Thiện;Tỉnh Đồng Tháp;803
80713020;Xã Hậu Mỹ;Tỉnh Đồng Tháp;803
80713021;Xã Hội Cư;Tỉnh Đồng Tháp;803
80713022;Xã Cái Bè;Tỉnh Đồng Tháp;803
80709023;Xã Bình Phú;Tỉnh Đồng Tháp;803
80709024;Xã Hiệp Đức;Tỉnh Đồng Tháp;803
80709025;Xã Ngũ Hiệp;Tỉnh Đồng Tháp;803
80709026;Xã Long Tiên;Tỉnh Đồng Tháp;803
80709027;Xã Mỹ Thành;Tỉnh Đồng Tháp;803
80709028;Xã Thạnh Phú;Tỉnh Đồng Tháp;803
80705029;Xã Tân Phước 1;Tỉnh Đồng Tháp;803
80705030;Xã Tân Phước 2;Tỉnh Đồng Tháp;803
80705031;Xã Tân Phước 3;Tỉnh Đồng Tháp;803
80705032;Xã Hưng Thạnh;Tỉnh Đồng Tháp;803
80707033;Xã Tân Hương;Tỉnh Đồng Tháp;803
80707034;Xã Châu Thành;Tỉnh Đồng Tháp;803
80707035;Xã Long Hưng;Tỉnh Đồng Tháp;803
80707036;Xã Long Định;Tỉnh Đồng Tháp;803
80707037;Xã Vĩnh Kim;Tỉnh Đồng Tháp;803
80707038;Xã Kim Sơn;Tỉnh Đồng Tháp;803
80707039;Xã Bình Trưng;Tỉnh Đồng Tháp;803
80711040;Xã Mỹ Tịnh An;Tỉnh Đồng Tháp;803
80711041;Xã Lương Hoà Lạc;Tỉnh Đồng Tháp;803
80711042;Xã Tân Thuận Bình;Tỉnh Đồng Tháp;803
80711043;Xã Chợ Gạo;Tỉnh Đồng Tháp;803
80711044;Xã An Thạnh Thủy;Tỉnh Đồng Tháp;803
80711045;Xã Bình Ninh;Tỉnh Đồng Tháp;803
80715046;Xã Vĩnh Bình;Tỉnh Đồng Tháp;803
80715047;Xã Đồng Sơn;Tỉnh Đồng Tháp;803
80715048;Xã Phú Thành;Tỉnh Đồng Tháp;803
80715049;Xã Long Bình;Tỉnh Đồng Tháp;803
80715050;Xã Vĩnh Hựu;Tỉnh Đồng Tháp;803
80717051;Xã Gò Công Đông;Tỉnh Đồng Tháp;803
80717052;Xã Tân Điền;Tỉnh Đồng Tháp;803
80717053;Xã Tân Hoà;Tỉnh Đồng Tháp;803
80717054;Xã Tân Đông;Tỉnh Đồng Tháp;803
80717055;Xã Gia Thuận;Tỉnh Đồng Tháp;803
80719056;Xã Tân Thới;Tỉnh Đồng Tháp;803
80719057;Xã Tân Phú Đông;Tỉnh Đồng Tháp;803
80305058;Xã Tân Hồng;Tỉnh Đồng Tháp;803
80305059;Xã Tân Thành;Tỉnh Đồng Tháp;803
80305060;Xã Tân Hộ Cơ;Tỉnh Đồng Tháp;803
80305061;Xã An Phước;Tỉnh Đồng Tháp;803
80323062;Phường An Bình;Tỉnh Đồng Tháp;803
80323063;Phường Hồng Ngự;Tỉnh Đồng Tháp;803
80307064;Phường Thường Lạc;Tỉnh Đồng Tháp;803
80307065;Xã Thường Phước;Tỉnh Đồng Tháp;803
80307066;Xã Long Khánh;Tỉnh Đồng Tháp;803
80307067;Xã Long Phú Thuận;Tỉnh Đồng Tháp;803
80309068;Xã An Hoà;Tỉnh Đồng Tháp;803
80309069;Xã Tam Nông;Tỉnh Đồng Tháp;803
80309070;Xã Phú Thọ;Tỉnh Đồng Tháp;803
80309071;Xã Tràm Chim;Tỉnh Đồng Tháp;803
80309072;Xã Phú Cường;Tỉnh Đồng Tháp;803
80309073;Xã An Long;Tỉnh Đồng Tháp;803
80311074;Xã Thanh Bình;Tỉnh Đồng Tháp;803
80311075;Xã Tân Thạnh;Tỉnh Đồng Tháp;803
80311076;Xã Bình Thành;Tỉnh Đồng Tháp;803
80311077;Xã Tân Long;Tỉnh Đồng Tháp;803
80313078;Xã Tháp Mười;Tỉnh Đồng Tháp;803
80313079;Xã Thanh Mỹ;Tỉnh Đồng Tháp;803
80313080;Xã Mỹ Quí;Tỉnh Đồng Tháp;803
80313081;Xã Đốc Binh Kiều;Tỉnh Đồng Tháp;803
80313082;Xã Trường Xuân;Tỉnh Đồng Tháp;803
80313083;Xã Phương Thịnh;Tỉnh Đồng Tháp;803
80315084;Xã Phong Mỹ;Tỉnh Đồng Tháp;803
80315085;Xã Ba Sao;Tỉnh Đồng Tháp;803
80315086;Xã Mỹ Thọ;Tỉnh Đồng Tháp;803
80315087;Xã Bình Hàng Trung;Tỉnh Đồng Tháp;803
80315088;Xã Mỹ Hiệp;Tỉnh Đồng Tháp;803
80301089;Phường Cao Lãnh;Tỉnh Đồng Tháp;803
80301090;Phường Mỹ Ngãi;Tỉnh Đồng Tháp;803
80301091;Phường Mỹ Trà;Tỉnh Đồng Tháp;803
80317092;Xã Mỹ An Hưng;Tỉnh Đồng Tháp;803
80317093;Xã Tân Khánh Trung;Tỉnh Đồng Tháp;803
80317094;Xã Lấp Vò;Tỉnh Đồng Tháp;803
80319095;Xã Lai Vung;Tỉnh Đồng Tháp;803
80319096;Xã Hoà Long;Tỉnh Đồng Tháp;803
80319097;Xã Phong Hoà;Tỉnh Đồng Tháp;803
80303098;Phường Sa Đéc;Tỉnh Đồng Tháp;803
80319099;Xã Tân Dương;Tỉnh Đồng Tháp;803
80321100;Xã Phú Hựu;Tỉnh Đồng Tháp;803
80321101;Xã Tân Nhuận Đông;Tỉnh Đồng Tháp;803
80321102;Xã Tân Phú Trung;Tỉnh Đồng Tháp;803
80501001;Xã Mỹ Hoà Hưng;Tỉnh An Giang;805
80501002;Phường Long Xuyên;Tỉnh An Giang;805
80501003;Phường Bình Đức;Tỉnh An Giang;805
80501004;Phường Mỹ Thới;Tỉnh An Giang;805
80503005;Phường Châu Đốc;Tỉnh An Giang;805
80503006;Phường Vĩnh Tế;Tỉnh An Giang;805
80505007;Xã An Phú;Tỉnh An Giang;805
80505008;Xã Vĩnh Hậu;Tỉnh An Giang;805
80505009;Xã Nhơn Hội;Tỉnh An Giang;805
80505010;Xã Khánh Bình;Tỉnh An Giang;805
80505011;Xã Phú Hữu;Tỉnh An Giang;805
80507012;Xã Tân An;Tỉnh An Giang;805
80507013;Xã Châu Phong;Tỉnh An Giang;805
80507014;Xã Vĩnh Xương;Tỉnh An Giang;805
80507015;Phường Tân Châu;Tỉnh An Giang;805
80507016;Phường Long Phú;Tỉnh An Giang;805
80509017;Xã Phú Tân;Tỉnh An Giang;805
80509018;Xã Phú An;Tỉnh An Giang;805
80509019;Xã Bình Thạnh Đông;Tỉnh An Giang;805
80509020;Xã Chợ Vàm;Tỉnh An Giang;805
80509021;Xã Hoà Lạc;Tỉnh An Giang;805
80509022;Xã Phú Lâm;Tỉnh An Giang;805
80511023;Xã Châu Phú;Tỉnh An Giang;805
80511024;Xã Mỹ Đức;Tỉnh An Giang;805
80511025;Xã Vĩnh Thạnh Trung;Tỉnh An Giang;805
80511026;Xã Bình Mỹ;Tỉnh An Giang;805
80511027;Xã Thạnh Mỹ Tây;Tỉnh An Giang;805
80513028;Xã An Cư;Tỉnh An Giang;805
80513029;Xã Núi Cấm;Tỉnh An Giang;805
80513030;Phường Tịnh Biên;Tỉnh An Giang;805
80513031;Phường Thới Sơn;Tỉnh An Giang;805
80513032;Phường Chi Lăng;Tỉnh An Giang;805
80515033;Xã Ba Chúc;Tỉnh An Giang;805
80515034;Xã Tri Tôn;Tỉnh An Giang;805
80515035;Xã Ô Lâm;Tỉnh An Giang;805
80515036;Xã Cô Tô;Tỉnh An Giang;805
80515037;Xã Vĩnh Gia;Tỉnh An Giang;805
80519038;Xã An Châu;Tỉnh An Giang;805
80519039;Xã Bình Hoà;Tỉnh An Giang;805
80519040;Xã Cần Đăng;Tỉnh An Giang;805
80519041;Xã Vĩnh Hanh;Tỉnh An Giang;805
80519042;Xã Vĩnh An;Tỉnh An Giang;805
80517043;Xã Chợ Mới;Tỉnh An Giang;805
80517044;Xã Cù Lao Giêng;Tỉnh An Giang;805
80517045;Xã Hội An;Tỉnh An Giang;805
80517046;Xã Long Điền;Tỉnh An Giang;805
80517047;Xã Nhơn Mỹ;Tỉnh An Giang;805
80517048;Xã Long Kiến;Tỉnh An Giang;805
80521049;Xã Thoại Sơn;Tỉnh An Giang;805
80521050;Xã Óc Eo;Tỉnh An Giang;805
80521051;Xã Định Mỹ;Tỉnh An Giang;805
80521052;Xã Phú Hoà;Tỉnh An Giang;805
80521053;Xã Vĩnh Trạch;Tỉnh An Giang;805
80521054;Xã Tây Phú;Tỉnh An Giang;805
81319055;Xã Vĩnh Bình;Tỉnh An Giang;805
81319056;Xã Vĩnh Thuận;Tỉnh An Giang;805
81319057;Xã Vĩnh Phong;Tỉnh An Giang;805
81327058;Xã Vĩnh Hoà;Tỉnh An Giang;805
81327059;Xã U Minh Thượng;Tỉnh An Giang;805
81317060;Xã Đông Hoà;Tỉnh An Giang;805
81317061;Xã Tân Thạnh;Tỉnh An Giang;805
81317062;Xã Đông Hưng;Tỉnh An Giang;805
81317063;Xã An Minh;Tỉnh An Giang;805
81317064;Xã Vân Khánh;Tỉnh An Giang;805
81315065;Xã Tây Yên;Tỉnh An Giang;805
81315066;Xã Đông Thái;Tỉnh An Giang;805
81315067;Xã An Biên;Tỉnh An Giang;805
81313068;Xã Định Hoà;Tỉnh An Giang;805
81313069;Xã Gò Quao;Tỉnh An Giang;805
81313070;Xã Vĩnh Hoà Hưng;Tỉnh An Giang;805
81313071;Xã Vĩnh Tuy;Tỉnh An Giang;805
81311072;Xã Giồng Riềng;Tỉnh An Giang;805
81311073;Xã Thạnh Hưng;Tỉnh An Giang;805
81311074;Xã Long Thạnh;Tỉnh An Giang;805
81311075;Xã Hoà Hưng;Tỉnh An Giang;805
81311076;Xã Ngọc Chúc;Tỉnh An Giang;805
81311077;Xã Hoà Thuận;Tỉnh An Giang;805
81307078;Xã Tân Hội;Tỉnh An Giang;805
81307079;Xã Tân Hiệp;Tỉnh An Giang;805
81307080;Xã Thạnh Đông;Tỉnh An Giang;805
81309081;Xã Thạnh Lộc;Tỉnh An Giang;805
